"task_view","task_view_descr","package","Date","Title","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","Archs","MD5sum","NeedsCompilation","File","Repository"
"Survival","Survival Analysis","SemiMarkov","2019-07-02","Multi-States Semi-Markov Models","1.4.6",NA,"R (>= 2.10.0), numDeriv, MASS, Rsolnp",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"b7fe6b5d1fbceece3ed3fb694de7cd5f","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SGL","2019-09-27","Fit a GLM (or Cox Model) with a Combination of Lasso and Group
Lasso Regularization","1.3",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"9dc5f0ca54db3a3f7dd520730b62545c","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","simexaft","2019-01-07","simexaft","1.0.7.1",NA,"R (>= 2.10)","mvtnorm, survival",NA,NA,NA,"GPL",NA,NA,NA,NA,"ca58d59c8fa5221d35eed1ba499244e6","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SimHaz","2015-10-19","Simulated Survival and Hazard Analysis for Time-Dependent
Exposure","0.1",NA,"R (>= 3.1.1)","survival",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"9010fbcc5c359feb8aeb15a5e61e8328","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","simMSM","2015-03-03","Simulation of Event Histories for Multi-State Models","1.1.41",NA,"survival, mvna",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"a5b3220b0185f821a5efd745bdc92633","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","simPH","2021-01-10","Simulate and Plot Estimates from Cox Proportional Hazards Models","1.3.13",NA,"R (>= 3.0.2)","data.table (>= 1.9.6), dplyr (>= 0.4), ggplot2, gridExtra,
lazyeval, MASS, mgcv, stringr, survival, quadprog",NA,"knitr, stats, testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"caec3b84f7b0fad920ee05d0d7e4c711","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SimSCRPiecewise","2016-07-27","'Simulates Univariate and Semi-Competing Risks Data Given
Covariates and Piecewise Exponential Baseline Hazards'","0.1.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"600a12647635392f7e85ceefeb06bea2","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","simsurv","2021-01-13","Simulate Survival Data","1.0.0",NA,"R (>= 3.3.0)","methods, stats",NA,"BB (>= 2014.10.1), eha (>= 2.4.5), flexsurv (>= 1.1.0), knitr
(>= 1.15.1), MASS, rmarkdown, rstpm2 (>= 1.4.1), survival (>=
2.40.1), testthat (>= 1.0.2)",NA,"GPL (>= 3) | file LICENSE",NA,NA,NA,NA,"ad848b1f06d71cbdea8512f81391a2e1","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SimSurvNMarker","2020-10-20","Simulate Survival Time and Markers","0.1.1",NA,NA,"Rcpp","Rcpp, RcppArmadillo","testthat (>= 2.1.0), splines, R.rsp, Matrix",NA,"GPL-2",NA,NA,NA,NA,"76c0e8bd8db4b8e2ef64315d3d78cc42","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","smcure","2012-09-26","Fit Semiparametric Mixture Cure Models","2.0",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"6cdadab84bdb3c7d1cf1a0e61de158dc","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SmoothHazard","2017-07-12","Estimation of Smooth Hazard Models for Interval-Censored Data
with Applications to Survival and Illness-Death Models","1.4.1",NA,"R (>= 1.9.1), prodlim (>= 1.4.9)","lava (>= 1.4.1), mvtnorm (>= 1.0-3)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"012eb3135fbda6ca62ac589fa9cf386e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","smoothHR","2021-10-07","Smooth Hazard Ratio Curves Taking a Reference Value","1.0.3",NA,"R (>= 3.1.0), survival, splines",NA,NA,NA,NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"e50e77a85cf27fb861e75fd1fbe9c91d","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","smoothSurv","2020-06-01","Survival Regression with Smoothed Error Distribution","2.3",NA,"R (>= 3.0.0), survival","graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"68428ba451e855680510c9783017a3cb","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SMPracticals","2019-01-16","Practicals for Use with Davison (2003) Statistical Models","1.4-3",NA,"R (>= 1.14.0), ellipse","MASS, nlme, survival",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"b2a9a1f5cc2425fedee4d575c728be1e","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","spatstat","2022-02-21","Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests","2.3-3",NA,"R (>= 3.5.0), spatstat.data (>= 2.1-2), spatstat.geom (>=
2.3-2), spatstat.random (>= 2.1-0), spatstat.core (>= 2.4-0),
spatstat.linnet (>= 2.3-2), utils","spatstat.utils (>= 2.3-0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"e6d31811240e21ef2d862ea8563ac51f","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","spBayesSurv","2021-01-26","Bayesian Modeling and Analysis of Spatially Correlated Survival
Data","1.1.5",NA,"R (>= 3.0.2)","Rcpp (>= 0.11.1), survival, coda, methods, MASS, fields,
splines","Rcpp, RcppArmadillo (>= 0.4.300.0)",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"a8381c90b9ed5ea26d6d9db837f94432","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","spef","2020-05-24","Semiparametric Estimating Functions","1.0.9",NA,"R (>= 3.4.0)","BB, SQUAREM, ggplot2, methods, sm, survival, plyr, nleqslv",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"de791f6232eca4abfa3cfaed4a93a8b7","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SSRMST","2017-05-18","Sample Size Calculation using Restricted Mean Survival Time","0.1.1",NA,"R (>= 3.4.0)","survival, survRM2",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"99e609e93292c4ac8cc53f52afb8b938","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","superpc","2020-10-19","Supervised Principal Components","1.12",NA,"R (>= 3.5.0)","survival, stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3) | file LICENSE",NA,NA,NA,"i386, x64","255baabc1cd158ab8e05368e06a887e0","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","surv2sampleComp","2017-06-23","Inference for Model-Free Between-Group Parameters for Censored
Survival Data","1.0-5",NA,NA,"flexsurv, plotrix, survival",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"e154bb8d1db21080d952674c3a23f6e7","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survAUC","2012-09-04","Estimators of prediction accuracy for time-to-event data","1.0-5",NA,"R (>= 2.6.0), survival",NA,NA,"rms",NA,"GPL-2",NA,NA,NA,NA,"88527c86a809ee2757c55875bbd6d4a0","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survC1","2021-02-10","C-Statistics for Risk Prediction Models with Censored Survival
Data","1.0-3",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"57d5042eeb403d56440b0fcce61c0d8b","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SurvCorr","2015-02-26","Correlation of Bivariate Survival Times","1.0",NA,"R (>= 3.0.2)","survival, fields",NA,NA,NA,"GPL",NA,NA,NA,NA,"10552b44c7d10e29781f1a5e53a7ad66","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survexp.fr","2013-03-04","Relative survival, AER and SMR based on French death rates","1.0",NA,"survival",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"e325e6b087c96e1855677eeb510a974d","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survey","2021-07-19","Analysis of Complex Survey Samples","4.1-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"c8c4e64e3b252d4fe8a4fc33d3738788","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","Survgini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Survival","Survival Analysis","survIDINRI","2013-04-08","IDI and NRI for comparing competing risk prediction models with
censored survival data","1.1-1",NA,"survival, survC1",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"fec9ea944f0509b3fa144bcb765349d1","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survival","2022-03-03","Survival Analysis","3.3-1","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"9a493d0e89ba368e15bde880f243b970","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survivalMPL","2021-11-15","Penalised Maximum Likelihood for Survival Analysis Models","0.2-1",NA,"survival, stats, MASS",NA,NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"59459c9c7365d4aa224f3ec36c82eb41","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survivalROC","2013-01-13","Time-dependent ROC curve estimation from censored survival data","1.0.3",NA,"R (>= 1.6.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"a9abe5a6790212cd7e20d0dd86bc2392","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survJamda","2015-11-05","Survival Prediction by Joint Analysis of Microarray Gene
Expression Data","1.1.4",NA,"survival, survivalROC,ecodist,survcomp,survJamda.data",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"b0577488cf7bf94d50a23f65e3607d86","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SurvLong","2020-01-10","Analysis of Proportional Hazards Model with Sparse Longitudinal
Covariates","1.1",NA,NA,"methods, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"aa5f512bd8f07852453ffbf947ebca48","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survminer","2021-03-09","Drawing Survival Curves using 'ggplot2'","0.4.9",NA,"ggplot2, ggpubr(>= 0.1.6)","grid, gridExtra (>= 2.0), magrittr, maxstat, methods, scales,
survival, stats, broom, dplyr, tidyr, survMisc, purrr, tibble,
rlang, ggtext (>= 0.1.0)",NA,"knitr, flexsurv, cmprsk, markdown, testthat, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"813b1a09bb653a672a1c7cfba544f44c","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survMisc","2018-07-05","Miscellaneous Functions for Survival Data","0.5.5",NA,"survival","graphics, grDevices, stats, utils, knitr, KMsurv, ggplot2,
data.table, zoo, grid, gridExtra, km.ci, xtable",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"a27cccc9d576c1b0c785a85fae00c2ff","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survPresmooth","2021-10-06","Presmoothed Estimation in Survival Analysis","1.1-11",NA,"R(>= 3.0.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"5ad1dc74295f383c18b8b9d285592c21","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SurvRegCensCov","2022-01-17","Weibull Regression for a Right-Censored Endpoint with
Interval-Censored Covariate","1.5",NA,"R (>= 2.10), survival, stats, graphics","numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"4c4adf2af8aa0603b9d9b2a8c96721b8","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survRM2","2020-06-13","Comparing Restricted Mean Survival Time","1.0-3",NA,"survival",NA,NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"71c8f3a7ee95fad763bae48a6a5d099c","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survsim","2021-12-14","Simulation of Simple and Complex Survival Data","1.1.8",NA,"R (>= 2.13.1), eha, statmod",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"25638c3e9d5daf7d07726569498fb4df","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","survSNP","2021-10-13","Power Calculations for SNP Studies with Censored Outcomes","0.25",NA,"R (>= 3.0.0), survival (>= 2.36-9), Rcpp (>= 0.9.10), lattice
(>= 0.20-0), foreach (>= 1.3.2), xtable (>= 1.7-0)",NA,"Rcpp","RColorBrewer, latticeExtra, knitr",NA,"GPL-3",NA,NA,NA,NA,"6c1dfbde7bbb2c87e023ec6407941e73","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","SvyNom","2015-02-24","Nomograms for Right-Censored Outcomes from Survey Designs","1.1",NA,NA,"survival,rms,Hmisc,survey",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"55142be86c153f58f0a9afe049a796cd","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TBSSurvival","2017-01-05","Survival Analysis using a Transform-Both-Sides Model","1.3",NA,"R (>= 3.3.0)","normalp, survival, mcmc, R.utils, coda, Rsolnp, BMS",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"80a217c70376f054981232117251b5ba","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","tdROC","2016-03-30","Nonparametric Estimation of Time-Dependent ROC Curve from Right
Censored Survival Data","1.0",NA,"R(>= 3.1.1), survival",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"ec56f1a5b306f4bbb683e88932fc9329","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","thregI","2017-11-16","Threshold Regression for Interval-Censored Data with a Cure Rate
Option","1.0.4",NA,"survival, Formula",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"ef2e7aac13829b5208dd237d236349be","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","timereg","2021-10-13","Flexible Regression Models for Survival Data","2.0.1",NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,"GPL (>= 2)",NA,NA,NA,NA,"a77d1fb99e9c935869a52d27bde317ad","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","timeROC","2019-12-18","Time-Dependent ROC Curve and AUC for Censored Survival Data","0.4",NA,"R (>= 2.9.1)","pec (>= 2.4.4), mvtnorm (>= 1.0-1)",NA,"survival, timereg",NA,"GPL (>= 2)",NA,NA,NA,NA,"1e4f4bba342b7d029064d1bc9c5e1871","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","tlmec","2012-01-28","Linear Student-t Mixed-Effects Models with Censored Data","0.0-2",NA,"R (>= 1.9.0), mvtnorm (>= 0.9-9991)",NA,NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"3367ee985c510855d713d4e3db5ee41a","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TP.idm","2018-04-18","Estimation of Transition Probabilities for the Illness-Death
Model","1.5",NA,"R (>= 3.1.1), graphics, stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"2bfcea5353a50d9ed9334cb293195a19","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TPmsm","2021-10-15","Estimation of Transition Probabilities in Multistate Models","1.2.5",NA,"R (>= 3.1.0), graphics, grDevices, KernSmooth",NA,NA,"knitr","p3state.msm, etm","GPL-3",NA,NA,NA,NA,"d65f2a913a7c2a334e24030c364cb191","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","tpr","2021-06-20","Temporal Process Regression","0.3-2",NA,"R (>= 4.0), stats, lgtdl",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"9c9f54bb1030abb09a17c3137dbb477c","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TraMineR","2022-01-19","Trajectory Miner: a Toolbox for Exploring and Rendering
Sequences","2.2-3",NA,"R (>= 3.0.0)","utils, graphics, grDevices, stats, cluster, colorspace,
RColorBrewer, weights, cNORM, boot",NA,"xtable, TraMineRextras",NA,"GPL (>= 2)",NA,NA,NA,NA,"727544565f6099d50780c6742fdd70a7","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TransModel","2022-02-03","Fit Linear Transformation Models for Right Censored Data","2.3",NA,"stats,graphics,survival,MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"39705daacc0d1ef4521f9b93f74c333a","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","tranSurv","2021-01-12","Transformation Model Based Estimation of Survival and Regression
Under Dependent Truncation and Independent Censoring","1.2.2",NA,NA,"rootSolve, truncSP, survival, SQUAREM, methods",NA,"MASS, boot",NA,"GPL (>= 3)",NA,NA,NA,NA,"2682856b3ce9bcbb1c315abd77523e1e","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","TSHRC","2019-04-09","Two Stage Hazard Rate Comparison","0.1-6",NA,"R (>= 3.0.2)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"71e22850fb9fded8d4186a62b606a7c7","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","uniah","2016-12-30","Unimodal Additive Hazards Model","1.0",NA,"R (>= 3.0.2), Iso, ahaz, survival",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"2a538b70d97bccc328b0002bcf7d146b","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","VGAM","2022-02-14","Vector Generalized Linear and Additive Models","1.1-6",NA,"R (>= 3.5.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"4cb016c8075a6b168addaef7cf242689","yes",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","vitality","2018-05-13","Fitting Routines for the Vitality Family of Mortality Models","1.3",NA,"stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"a4407bfa15c3ef6993840a15b69e5939","no",NA,"https://cran.rstudio.com/src/contrib"
"Survival","Survival Analysis","YPmodel","2020-10-19","The Short-Term and Long-Term Hazard Ratio Model for Survival
Data","1.4",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"92a0d02d1a23f10cdcb0a39be168f88b","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","ACSWR","2015-09-05","A Companion Package for the Book ""A Course in Statistics with R""","1.0",NA,NA,"MASS",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"3dfec0ff570e2922849354ac7f578dc4","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","AER","2020-02-06","Applied Econometrics with R","1.2-9",NA,"R (>= 3.0.0), car (>= 2.0-19), lmtest, sandwich (>= 2.4-0),
survival (>= 2.37-5), zoo","stats, Formula (>= 0.2-0)",NA,"boot, dynlm, effects, fGarch, forecast, foreign, ineq,
KernSmooth, lattice, longmemo, MASS, mlogit, nlme, nnet, np,
plm, pscl, quantreg, rgl, ROCR, rugarch, sampleSelection,
scatterplot3d, strucchange, systemfit (>= 1.1-20), truncreg,
tseries, urca, vars",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"d8c0bd68b27cf41e41c48bc8647d0762","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","animation","2021-10-07","A Gallery of Animations in Statistics and Utilities to Create
Animations","2.7",NA,"R (>= 2.14.0)","magick",NA,"MASS, class, testit",NA,"GPL",NA,NA,NA,NA,"57e4bbd7c116ac0e6077eb613aa5ecf4","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","arm","2021-10-15","Data Analysis Using Regression and Multilevel/Hierarchical
Models","1.12-2",NA,"R (>= 3.1.0), MASS, Matrix (>= 1.0), stats, lme4 (>= 1.0)","abind, coda, graphics, grDevices, methods, nlme, utils",NA,NA,NA,"GPL (> 2)",NA,NA,NA,NA,"7dfb41402defde48694ff961933063f6","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","BayesDA","2012-04-10","Functions and Datasets for the book ""Bayesian Data Analysis""","2012.04-1",NA,"stats, R (>= 2.2.0)",NA,NA,"MCMCpack",NA,"GPL (>= 2)",NA,NA,NA,NA,"fdf97942a76b33fa87588a267068501c","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","BetaBit","2020-10-03","Mini Games from Adventures of Beta and Bit","1.4",NA,"R (>= 3.0.0)","digest",NA,"XML, sp, raster, DALEX, ggplot2",NA,"GPL-2",NA,NA,NA,NA,"06cc44a25078e89df2cdaa970b6df379","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","Bolstad","2020-10-05","Functions for Elementary Bayesian Inference","0.2-41",NA,"R (>= 3.2.0)","mvtnorm",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"21be529d72fc61c265982f56035b007e","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","car","2021-11-06","Companion to Applied Regression","3.0-12",NA,"R (>= 3.5.0), carData (>= 3.0-0)","abind, MASS, mgcv, nnet, pbkrtest (>= 0.4-4), quantreg,
grDevices, utils, stats, graphics, maptools, lme4 (>=
1.1-27.1), nlme",NA,"alr4, boot, coxme, effects, knitr, leaps, lmtest, Matrix,
MatrixModels, rgl (>= 0.93.960), rio, sandwich, SparseM,
survival, survey",NA,"GPL (>= 2)",NA,NA,NA,NA,"a14e62199fd44b2685b5f230c6eae83f","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","carData","2022-01-06","Companion to Applied Regression Data Sets","3.0-5",NA,"R (>= 3.5.0)",NA,NA,"car (>= 3.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"88dc01e1d94d67652d4c4c38d33a8981","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","DALEX","2022-02-21","moDel Agnostic Language for Exploration and eXplanation","2.4.0",NA,"R (>= 3.5)","ggplot2, iBreakDown (>= 1.3.1), ingredients (>= 2.0)",NA,"gower, ranger, testthat, methods",NA,"GPL",NA,NA,NA,NA,"605bb522e2be2b03d02e7ee23c4557a2","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","distrTeach","2019-03-11","Extensions of Package 'distr' for Teaching
Stochastics/Statistics in Secondary School","2.8.0",NA,"R(>= 2.2.0), methods, distr(>= 2.2), distrEx(>= 2.2)","startupmsg, grDevices, graphics, stats",NA,"tcltk",NA,"LGPL-3",NA,NA,NA,NA,"ee21e5ce562c2193ffdda9f03f56a93f","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","effects","2022-01-06","Effect Displays for Linear, Generalized Linear, and Other Models","4.2-1",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability, insight",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4, robustlmm",NA,"GPL (>= 2)",NA,NA,NA,NA,"f14330cd70543014ece7c70f98d4df33","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","exams","2020-04-06","Automatic Generation of Exams in R","2.3-6",NA,"R (>= 3.4.0)","stats, graphics, grDevices, tools, utils",NA,"base64enc, knitr, magick, parallel, png, RCurl, RJSONIO,
rmarkdown, tinytex, tth",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"4638639366ab63bfd5a72be7ee091105","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","faraway","2016-02-15","Functions and Datasets for Books by Julian Faraway","1.0.7",NA,"R (>= 2.10)","lme4,nlme,methods",NA,NA,NA,"GPL",NA,NA,NA,NA,"8d8e7c0edac965b7d35371c7142131c4","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","gganimate","2020-10-15","A Grammar of Animated Graphics","1.0.7",NA,"ggplot2 (>= 3.0.0)","stringi, tweenr (>= 1.0.1), grid, rlang, glue, progress, plyr,
scales, grDevices, utils",NA,"magick, svglite, knitr, rmarkdown, testthat, base64enc,
htmltools, covr, transformr, av, gifski, ragg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"52c32e72951952cd6f8d5b1c08fdc059","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","ggplot2","2021-06-25","Create Elegant Data Visualisations Using the Grammar of Graphics","3.3.5",NA,"R (>= 3.3)","digest, glue, grDevices, grid, gtable (>= 0.1.1), isoband,
MASS, mgcv, rlang (>= 0.4.10), scales (>= 0.5.0), stats,
tibble, withr (>= 2.0.0)",NA,"covr, ragg, dplyr, ggplot2movies, hexbin, Hmisc, interp,
knitr, lattice, mapproj, maps, maptools, multcomp, munsell,
nlme, profvis, quantreg, RColorBrewer, rgeos, rmarkdown, rpart,
sf (>= 0.7-3), svglite (>= 1.2.0.9001), testthat (>= 2.1.0),
vdiffr (>= 1.0.0), xml2","sp","MIT + file LICENSE",NA,NA,NA,NA,"71ed7bdc19c1224e9630d101a3547e78","no",NA,"https://cran.rstudio.com/src/contrib"
"TeachingStatistics","Teaching Statistics","HH","2022-01-27","Statistical Analysis and Data Display: Heiberger and Holland","3.1-47",NA,"R (>= 3.0.2), lattice, stats, grid, latticeExtra, multcomp,
gridExtra (>= 2.0.0), graphics","reshape2, leaps, vcd, colorspace, RColorBrewer, shiny (>=
0.13.1), Hmisc, abind, Rmpfr (>= 0.6.0), grDevices, methods",NA,"mvtnorm, car, Rcmdr, RcmdrPlugin.HH, TeachingDemos, microplot",NA,"GPL (>= 2)",NA,NA,NA,NA,"10d60a9a8a4a88739c3d515e8f7ab4fa","no",NA,"https://cran.rstudio.com/src/contrib"
